Bahnaric,Vietnamese
adrih 'ba,mạ
adrih (hla 'nhĕt a drih,tươi
adrin,gắng
adrin,quá lắm
adro,con ve ve
adro,góa
kơbang,bàn
adroi,trước
adrok,da hay vỏ cứng thú vật
adrol,kích
adrol,trước
adruh,nữ thanh niên
adruk,nhảy xuống
kơdơ̆,bàn
kơpang,bàn
adruĕch,thon dần lại
adrâu,cái xăm kéo cá
adrâu,xăm kéo cá
adrêch,nòi
adrêch,nòi giống
adrê̆,bỏ
adrê̆,chết
adrăl,bất đắc kỳ tử
adrăl,hồi tỉnh
long,bàn
adrăng,cán dài
adrăng,diều hâu bất rắn
adrăng,hang động vật
plă,bàn
adrăng,que nhựa dính 
adrăp,lại
adrĕag,bớt lửa
adrĕag,bớt lửa 
adrĕag,cạn nước
adrĕch,dòng giống
pơlă,bàn
adrĕk,thon dần lại
adrĕl,ngay tập tức
adrĭng,cùng
adrĭng,cùng một lúc
adrĭng,hơdrongl
pơlŭ,bàn
adrĭng,uhơdrông
adrĭng,với
adrĭng adrĭng,rập ràng
tơpang,bàn
adrŏn,chòi
adrŏn,cái chòi
adrŏng,cây đót
adrũn,nhún
adrŭng,gói
adrŭng,lồng chim
tơtra,bàn
dor,bàn
jang,bàn
kơ 'bang d oh tơ oĕi kơ'bang tih to.,bàn
adrơi,chào giã gạo
adrơi,trụ rào
adrơu,nay
adrơ̆,khó thở
adrơ̆,làm nhẹ
adrơ̆,làm nhẹ bớt
adrơ̆,trúc hơi khi chết
adrơ̆,xóc
kơb`ang,bàn
adrơ̆i,chúc
adrơ̆i jul,chúc
adrơ̆l,đều nhau
adrơ̆m,cùng một lúc
adrơ̆m,vọt nước
adơi,cùng
soi,bàn
trong,bàn
agah,gọn
ban,bàn
agah,trừ
agah,ở ngoài
aglăk,nói khích bác
agong,gàng
agrop,ghép đôi
agră,khạng
agrĕ,nghiêng
agrưch,nghiêng
agrưch,xiêu
aguôt,cạp
cham,bàn
cham plĕi,bàn
agăl,triều nhiên
agăm,thuốc độc 
agĕi,giỏi
pơlĕi,bản
akou,bản
ah,khó
ah,thở
ah,tại
ah,tại ở
ah,ở
ah ha,chỉ sự vui mừng
chih,bản
juăt,bản
ah wa,tiếng khóc oa oa
ah yó,tại
ah âu,đây
ahrai,bây giờ
ahrĕi,bây
khôi,bản
ahơ̆m,được
ahơ̆m,ờm
ai,em ơi
ai,mắn
ai,mệt
ai,nhân
'ban,bản
ai,ún
ai,ơn phúc 
ai brư̆,hoạ
ai bĭ mah,không may
ai bĭ mah,rủi
aih,chảy nước miếng
aih,úi chà
ak,chim quạ
ak,ngữa
ak,quạ
ak,thả
ban,bản
pơlei,bản
ak,đen
ak chăk,con ác là
'ban,bạn
bôl,bạn
akap,bẫy bẫy
akap,cái bẫy
akap,cái bẫy chim
đôi,bạn
ake,heo rừng
buăl,bạn
ake,tốt
akei,bờ vực thăm
akei,mép hiên nhà
akhan,bảo
akhan,dỗ
akhan,nói
akhan,trả
akhôl,màu muối tiêu
băn,bạn
akoh,luộc
akok,chiếc chiếu
sâu,bạn
akok,cướp giật
akol,sóng 
akon,thót
ban,bạn
akŏm,gom lại
akuk,bệnh cúm
h'lĕ,bạn
akuk,cảm cúm
akâo,bỏng
akâu,chắc
bôl,bạn bè
'brôih,bàn chải
brôih,bàn chải
akô,bẫy chim
akăl,lát cá
akăl,phần chính yếu
jỡng,bàn chân
akău,mình
kơ pang chĭng,bàn chân
kơ pang jĭng,bàn chân
akĕ,gầy
akĕ,ốm
akĕ akoih,quắt
kơ pang jŭng,bàn chân
akŏi,loại kê địa phương
akŏl,đốt ngón tay
tơ pang jâng,bàn chân
tơ pang jơ̆ng,bàn chân
akŏm,thu hoạch
akŏp,cộng lại
akơi,bờ vực thăm
akơi,mép hiên nhà
tơpang jưng,bàn chân
akơn,giở lên
rơ,bản chất
akơn,gối lên
anăr dâng hĕi,ban chiều
akơ̆t,lừa bảo
akơ̆t,nuốt chửng
akỡl chochoh,thót
al,chặt
ala,bĭ để cho đều nhau
ala,chắc
ala,dưới
ala,học
ala,mướn
ala,phía dưới
ala,vừa bán vừa cho
anăr dâng hẽi,ban chiều
alah,lười biếng
kơmăng,ban đêm
alak,nhãi
aleh,rỗi
aleh,rỗi rãi
aliet,sờ
alik,nhễ
aliĕng,lõi cây
aliĕng,sạch
along,bo
bôl hŏk hdoih,bạn học
along chơchoh,thót
along chơchoh,thớt
along hơn go,thông
pơlĕi pơla,bản làng
along kơbôih,bào
along rang theng,sen
aluh,trúc ra
aluôh,ngoan
alê̆,biết
alôh,ồ
alăk,dừa rừng
alăk,phức tạp
alăk,rượu dừa rừng
alăk alal,và số kể
alăng,khôn
alăng,khôn khéo
alăng,tỉnh táo
alĕch,hướng đông
amah,nhân
bơgê,ban mai
amem,yêu
amem,âu
ami,mưa
'brưch,ban mai
amlĕng,mực nước xấp xỉ
amlĭn,ngồi xếp bằng
amoch,suốt
amoh,chỗ đặt đôm
amoh,vừa đủ
amol,trái bói
amol,đầu lòng
among,để dành
amra,con công
b`rưch,ban mai
amrah,giẫy cỏ
amrah,lai
amrah,nói pha lẫn 
amrah,pha
amrah,phơi quần áo
amrah,tin theo nhiều đạo
amrah,vắt vai
amrah,đẽo
amrĕ,cay
bơgê ,ban mai
'noh hĕi ,ban nãy
amrĕl,lộng ngôn
kơ'năr,ban ngày
kơnăr,ban ngày
amăk,mắc
amăk,ngoắc vào
amăn,trữ
kơanăr,ban ngày
amăng,cửa ra vào
amŏl,bó lúa
amŏl,khúc củi
amơng,phớt tỉnh
amơt,mò
hla ar pơcheh hơri,bản nhạc
an,yên xe
hrôih,ban sớm
kơ pang ti,bàn tay
anai,khác
anai ei,tiếng ô chỉ không dám
pơlăti,bàn tay
anam,hạt cườm
ti,bàn tay
anang,đúng lúc
anao,mới
anat,khó
anat,khổ
tơ pang ti,bàn tay
anay hâu,cái thán chỉ sự tránh móc
anay hâu,thán chỉ sự tránh móc
tơpang ti,bàn tay
bang kup jok,bàn thờ
anel,đầu nguồn
anel,đầu tiên
ang,ca ngợi
ang,là
ang,nổi
chơ nang xoi,bàn thờ
kơ ban plang,bàn thờ
ang,vù
chơ nang soi,bàn thờ
kơ ban soi,bàn thờ
kơxơ̆,ban tối
jĭl,báng
ang moi,ráng đỏ lúc sáng sớm
ang moi,ráng đỏ lúc xế chiều
angiêng,gào
angiêng,hét
angiêng,kêu
anglong,cây đến
anglong,sáp ong
anglong,tha mồi
anglong,vừa đi vừa ăn
anglâu,ngón tay chân
anglă,vỗ bờ
anglăng,loại lá rừng 
preh,báng
klai,bàng
mơ,bàng
anglơi,thường
anguôn,giấu
angŏi,bổ hóng
angơ̆m,đội khăn
anha,sai bảo
tơring,bàng
anhaih,tránh xa
anhaih,tách ra
anhang,vang
anhang,vang vọng
anhang,xuyên
anheh,thường
anheh,thường xuyên
‘băng,băng
anhok,thắt cổ
anhuk,gục
anhul,ghẹo
anhul,trêu ghẹo
anhur,hạ xuống
anhôm,tập trung
anhông,hát dân ca
anhă,cái vó bắt cá
anhă,vó bắt cá
anhăm,khinh chê
anhĕch,tránh xa
anhĕch,tách ra
anhĭn,di chuyển
anhŏ,chỉ đủ
anhŏ,không dám
anhŏ,tự ti
anhŭ,các loại lá có vị chua ăn được
anhŭk,rủ
anhơi,khoe
anhơl,giơ cao
anhơl,ơn
'bang,bảng
kơ bang chinh,bảng
anih vaih kơjung,đơn vị đo độ dài
anih vaih tơ wơ̆l,đơn vị đo diện tích
anih waih hngăm,đơn vị đo trọng lượng
anol tô̆,hàn thử biểu
kơ băng chih,bảng
anol wơ̆ng,vũ
anong,gánh
kơ'bang,bảng
kơ'bang chih,bảng
anot,cực
anu,ăn
kơbang chih,bảng
anuh,trấu
anul,chơi đùa
anul,nói chơi
anul,đấu kiếm
anum,gùi có nắp
anung,cái gói
anung,gói
bang,bảng
gơ 'bang chih,bảng
kơ 'bang,bảng
ană,này
anăk,bay thò
anăk,dọn dẹp
anăk,suy nghĩ chín chắn
anăk,sửa đoạn
anăn,họ
kơ 'bang chih,bảng
anăn,đặt tên
anăn tơngăng,tên thuốc độc
anăp,bệnh nổi mày đay do bị mắc hơi người khác
anăp,hướng nam
hơbang,băng ca
lôch,băng hà
anŭl,đùa
anŭm,chòi lá sơ sài
anŭng,gói nhỏ
anơn,giơ lên
anơ̆ng,theo như
anơ̆ng,đều đặn
piut,banh
ao hŏp kơ drăng,áo lửng
ao hŏp kơdrăng,áo lửng
'bang lŏng,banh
ao khŏublŏng,áo dài tay
ao kong kơ đeh,áo ngắn tay
bỏng lŏng,banh
'bănh,bánh
'bĕng,bánh
băng,bánh
ap,gây khó khăn
ap,gì
ap,khó
ap,thiếu
bănh,bánh
apach,kì cọ
apah,thưởng
apal,bay
apal,sà
apal tơjul,sà
apang,cãi vã
apih,đổi
apinb,ăn
apinh,hỏi
apinh,nguyện
apinh,xin
apinh,ăn
apinh,đòi
aploh,xuôi dòng
bănhtơ,bánh
apo,mơ
apoch,vịn theo một vật để đi
apoh,lây
apoih,rắn độc rất nhỏ giống như da nứa khô
bĕng,bánh
apoih,đuốc làm bằng nan tre
apoih,đóm
apong,thanh
apong,thăm
apreng,xiêu
apuih,dọn
tơpŭng,bánh
'bĕnh,bánh
a''beng,bánh
apôm,tròn
apôxtôlê,tông đồ
apă,cá sặc
apăl,bay
apăl,cối giả gạo
a'bĕng,bánh
apăl yang,con ma nước
apăm,chòi
apăm,cái chòi
bĕnh,bánh
apăng,lóng  lóng tay chân
apăng,lóng lóng tay chân
apăr pêt,lệch một bên  
jâng,bánh
apŏnl,mày
apơi,ước mong
plĕi,bánh
apơ̆n,chăm sóc
ar,cây đước
p,bánh
ara,con vịt
banh tơyông lôm,bánh chưng
arach,cây dầu rái
arah,rệp
arang,bông hoa
bănh tơ yông,bánh chưng
arang,tên lửa bốn lên
'bĕnh,bánh chưng
arang reh,lỗ nhỏ chừa ở vách
areh,ghét
aren,cây dầu lai
arih,chưa chín
arih,sống
arih,tươi
aring,sàng
aroh,vội và
dôm,bao
arônh,bừng
ară,còn
ară,vẫn
ară,vẫn còn
ară tôm,lành
arăk,cất giữ
arăk,cứng
arăk tiu,cứng
arăng,cứng
hnop,bao
arăng,thẳng
hăm,bao
arŏ,cỏi
king,bao
arơ̆ng,con bọ hung
asai,câu
aseh,con ngựa
kơ'bao,bao
asiu asău,rúc ra rúc rích
asong,chia
asu,đắp
pơnũ,bao
wang,bao
asĕng,nghiêng
asơl,lượn
at,một loại chim
ata,bĭ để cho đều nhau
ata,mướn
ata,vừa bán vừa cho
ataih,xa
ataih,đang thời kỳ
atak,ngỡ
atak,tưởng
atau,đứng
atay,hung dữ
ũnh,bao
ate,nấu cháo bằng bột gạo với tro
atei,hung dữ
athai,phải
athu,che
athu,phủ
athu,phủ lên
athu,đắp
athăm,hơn
athăm,thêm vào
atoh,tục tĩu
atol,treo
atol hla,ngày mới đầu làm một công việc
atong,máng lúc vật
atop,gói
atrep,ướt sũng
'bao,bao
atrêp,ướt sũng
atrŏi,ướt sũng
'bi,bao
atu,xác chết
atuch,cuối cùng
atuch,kết thúc
atung,lớn
atung,đang
b`ao,bao
b`i,bao
atâu,xác chết
atêh,chào
atô,bầu cắt bớt để đựng mồi câu cá hay đựng gạo
atôch,mục đích  
atôi,một vác
atôk,một loại ghè
atô̆,hâm nóng
ată,đổ lỗi
atăk,lợp
atăk,đặt
atăl,chồng lên nhau
atăl,thay thế
atăl,đại diện
atăm,thêm vào
atăng,mỏng
atăng,phồng
atăr,dây quan gùi
bi,bao
atĕk,khổ
atĭng,ghê răng
atŏ,bằng nhau
atŏk,tiếp nước
atŏk,đem vật từ chỗ thấp lên chỗ cao
atŏng,cuống lá
kơdung,bao
atŏng,núm vú
atŏp,cho đến khi
tơnglop,bao
atŭ,đốt ngón
atŭm,chung
atŭm lŭm lăm,lên lên
ƀao,bao
atơ̆m,chúc dữ
atơ̆p,thọc
atơ̆p,đâm  thọc
atơ̆p,đâm thọc  chọt trỉa
atơ̆p mã,cho tới khi
atơ̆t,giáp
ƀi,bao
abŭt,bão
bơbŭt,bão
au mă 'noh,áo kia
awa,cây có hạt làm thuốc ói mửa của dân tộc hla kông và tơlô
bơhŭt,bão
awa,xếp
awah,hét
hơbŭt,bão
awat,kiếm
awat ơn,làm gấp rút
aweh,một loại ghè chế tạo tại bình định
axi,hót
axom,chết lúc mang thai
axong,chia hai
axong,phân chia
axram,mau
axuang,múa
axuat,choàng
axĕn,điều độ
axĭn,nấu ăn
axŏm,quen nhau
axŭ,bắt chước
axŭng,bệnh phù thủng
axơ̆ng,bay lượn
axơ̆ng,điện múa
ay ai,tung reo mừng ngại nhiên
ayang,liêng
ayang,thiêng
ami,bão
ayeh,tự ái  x hơyuh
ayeh,tự ái x hơyuh
ayuh,gió lạnh
ami hơhŭt,bão
ayăt,thù
ayăt,tự vệ
aă,cho uống
aă,tiếng cho con uống nước
aă,tiếng cho uống nước
ba,chuồn
ba,chúng ta
hơhu`t,bão
ba,hai đứa mình
hơhŭt,bão
ba,lừa
ba,mang theo
ba,mình
ba,một loại ghè
ami but,bão
ba,tiễn đưa
ba hnông,đòng đòng lúa
'bi,bao bì
b`i,bao bì
bi,bao bì
bah,sứt
bah,xuôi
bah hah,tức giận
bah hah,vui mừng
bahnar,dân tộc bana
bahnar,thoa
bahăng,trời ớt
tơchăl,báo đền
bai,cà đắng
bai,giỏ đựng
bai,loại cà đắng nhỏ bằng đầu ngón út
'bi,bao tải
b`i,bao tải
bal,hai
bi,bao tải
bal,thử
bal jĭt mônh,hai mốt
ban,một loại ghè
bang,nhìn thấy từ xa
hnam wê̆i vê tơniam gĭt,bảo tàng
'bau tang,bảo tàng
ami hơhŭt tih,bão táp
kon tơlăm klak,bào thai
banh,bành voi
tơ mam gĭt,bảo vật
bap,ạt
bar,ba
hbo,bắp
bar,hai
hla,bắp
bar,số hai
bar jit môt,hai mốt
bar ró bô̆u,hai ngàn
bar rơ bâu,hai ngàn
bar tôn,chim non mới nở
hơ bo,bắp
bat,dẹp mỏng
bat,yêu
bat dih bal,yêu nhau
beh,chạm
beh,chạm vào
beh,đụng
bei,một loại cà nhỏ  x bai
bei,một loại cà nhỏ x bai
bek,béo
bek,mập
hơ'bo,bắp
hơbo,bắp
ben,thanh nhỏ cột ở đuôi diều
hơbor,bắp
beng,chen lấn
beng,một loại ghè
beo,eo
hơdrom,bắp
hơlai,bắp
bet,đâm
kôih brui,bắp
plai,bắp
plei,bắp
beu,bộ phận sinh dục nam
beu,cán cong
bi jơ năi,bại
plĕi,bắp
bia,mượt mà
plơ̆i,bắp
pôih,bắp
biai,cười
biai,nói
biak,vạt đất
biay,nói
yol,bắp
bich,nằm
bieh chih un,vẽ
bih,chúng mày
bih,nọc
yõl,bắp
bih,rắn hồ manơ
bih,rẳn hổ mano
bih klăn,trăn
bin,bẹn
yĕl,bắp
yŏl,bắp
bôn kơne,bắp
bip,con vịt
ho'bo,bắp
bip,ào
biub,men
biwong,vuông
hơ,bắp
biying,một loại ghè
biêh,khéo léo
biêk,cứ
biêng biang,một vật lớn bung ra
biêt,bỏ vào
biêt,cho vào
biê̆,ít
biăi,nói
biăn,nói
biŏng,mất
biơ̆ng,đánh vần
biư̆k,thực tập
biữ,cột tạc hình người quanh hàng rào nhà mồ
hơb`o,bắp
su,bắp
yŏ,bắp
bla,tấm tranh gấp đôi
bla kuk,giận
blach,cục xương lòi ra ở cổ
blah,cái
blah,tranh
blah,tấm
blah,tấn công
pôih,bắp chân
blah 'long,xẻ
blah long,xẻ
blai,ra
blai,tràn
blai,tràn ngập
plei kenh jóng,bắp chân
blak,vạc cây làm dấu đường
blak kuk,gián
plĕi puôih,bắp chân
rok,bắp chuối
blang,cây gần gai
yŏl,bắp chuối
yolprit,bắp chuối
blang,thắn
blang,tra
blang,trổ
blang,xòe
blang,xẻ
blar,giải thích
blar,nở
blar,xòe
blat,dẹp
blat,xắt từng lát mỏng
blech,xanh lợt
blel blel,ngọn lửa nhỏ
blep,đến
blet,ánh sáng yếu lóe ra
bleu,trái thận
yŏr,bắp chuối
blil,blil
bling,bùng
bling,bập
blir,trét kín
blit,trét kín
blo,cây sổ
blo chom,chỉ bụng to
bloch,tháo vật ra
bloch,tiết na
bloch,trên lột
bloch,tuốt da hay măng chân heo
bloh,được
blok,nhớ
sĕch,bắp thịt
blol nhŏp, trồi lên hụp xuống
chen,bát
mơ nhan,bát
pơ nhan,bát
blong,cào
blong,cán
blong,dài
pơ nhau,bát
pơnhan,bát
bơ,bát
blonh,loại cây đa thường lấy gỗ làm thuẫn
blot,vượt
bloy,của một người buôn bán
blu,bắp đùi
praih,bát
bluah,nhô đầu lên
bluch,rữa
bluh,bước
bluh,chui
pơ nhan iĕ,bát
blung,chui
bluơh,nhô đầu lên
blŭng,chỉ ánh trăng sáng tỏ
blŭng,thối
blŭng,tấn công
blâu,vượt
blêl,bập
blêl blêl,bùng
blêl blêl,ngọn lửa to bùng lên
blên,lờ lợ
blôch,tháo ra khỏi tay
blôk,hăng say
blôk,sôi nước
blôl,blol
blôl blôl,thình lình nổi lên trên mặt nước
blôl nhô̆p,chỉ vật lớn trong lên hăp xuống
blôm,núi (mít
blôm,núi mít
phôt phông,bầu không khí
blông,láo
blông blông,chỉ ngọn lửa cháu tập dùng
blông drơ̆ng,chỉ ánh sáng tỏ
blôt,lửa phừng phực
blă,ràng
blă,rẽ cỏ để sạch lại đi
blăl,dăm đãng
blăn,ghẹo
blăn,trêu
plĕch,bầu trời
rơwỡng,bầu trời
plĕnh,bầu trời
blĕch,vặn
blĕk,nhấp
blĕng,nhút nhát
blĕt,nháy
blĕt,nhấp
blĭ,kỳ ghét
blĭk,hôi
blĭl,nhấp
blĭl,thình lình xuất hiện
blŏ blŏ,nuốt không trôi
blŏch,vuốt
blŏch,vuốt ve
blŏch,xoa
blŏk blŏk,nước kêu òng ọc
blŏk blŏk,òng ọc
blŏl,thình lình xuất hiện
blŏl blŏl,người sa mới nói một iung nó đã nói et
blŏl nhŏp,chỉ người hay vật nhỏ trồi lên hụp xuống
blŏng,dài
blŏng,sao
blŏng bloy,tỉnh trình không giữ được của cải
blŏng blêu,ánh sáng tỏa
blŏng blĕch,nhiều ánh lửa leo lét từ xa
blŏng blŏng,một ngọn lửa nhỏ leo lét từ xa
blŏng drơ̆ng,chỉ ánh sáng tỏ
blŏng kơ'như̆,cao
blŏng xễ,ỉ sao hôm
blŏt,thình lình xuất hiện
blŭ,rộn
blŭeg blong,chỉ bụng ỏng
blŭk,lửa cháu phực lên
blŭk blŭk,sôi sùng sục
blŭk blŭk,sùng
blŭl,thình lình xuất hiện
blŭl nhlŭp,chí vật lớn trồng lên hăp xuống
blŭng adrol,vượt
blŭt,vọt ra
blơ,giật mình thức giấc
blơ,lật ngược
blơn,cây bời lời đỏ
blơn,lờ lợ
'bŏl,bầy
blơ̆,xoay
blơ̆n,cây cà hoang
blơ̆n,vết lên hay biếm do mới bị đánh hay bị đụng
blơ̆ng,nhỏ nhẹ
blơ̆p,lạt lẽo
blơ̆r,xuyên qua
blơ̆t,lì lợm
blơ̆t,vuốt tóc lên
blưk,nải
blư̆,giật mình thức giấc
akap,bầy
bo,chim nhồi trấu
bo,lép
boch 'boch,mút vú mạnh
hơkap,bầy
kơthỡp,bầy
boh boh,bò bò
boh boh,rống
boh boh,tiếng bò rống bò bò
thũm,bầy
boh khan,một loại cò
boi,bắt chước
tơpul,bầy
boih,nhiên
boih,rồi
boih,thế
boih,đó
boih,đổ
tơpôl,bầy
bok,linh
tơ pôl,bầy
akap,bẫy
bet hơkap,bẫy
bĕt,bẫy
bok,đi
bok bơ jâu hơmăt,thầy phù thủy
bok djel,thọt
bơdŏ,bẫy
hơkap,bẫy
hơđong,bẫy
hơđŏng,bẫy
kap,bẫy
pơ đong,bẫy
đong,bẫy
đăk,bẫy
bok tho bơr bŏyong,sư sãi
đăk hrŏng,bẫy
bok thây chuơ,sư sãi
bơdô,bẫy
poh,bẫy chông
gần rơgôn,bẫy sập
bol,thử
bom,một loại chiêng
bon,may mắn
bon,trong khi
bon,vùng đổi giữa hai thung lũng
bon bong,một loại ghè
bon kơne,bắp thịt ở cánh tay trên
bong,nọc
gông,bẫy sập
tơ pôl hơ ioh,bầy trẻ
bong,trắng
bong bong,một loại ghè
bong dfĕl,thọt
bong kŏ,bướu
'yoh,bé
bong tơdra,hòm bia chứng ước
hơ,bé
booch bôch,tủa ra từng bầy
bop,hóp
bop,hút nước vào miệng để uống
hơyoh,bé
bor,chữa
bor,cái cầu
ioh,bé
bor,cầu gỗ
bor,phình to
iĕ,bé
bot,gọn gàng
bot,đeo
bowblông,chỉ lửa cháy phừng phực
bowgrữ,làm bộ
bowgrữ,làm khách
bowgrữ,nghèo mà muốn làm sang
bowling,muốn
ken,bé
bra,chỉ đám đông giải tấn
brah,rú
brai,chảy
brai,chỉ
brai,sợi
brai,sợi chỉ
brai,trôi
bŏng,bé
hơalơ̆p,bé
brai,đảo sao khi nấu
brai trăm pơgăm,vật trang trí cừa
brai tơ yaih,tua
brai tơyaih,tua
brak,tóe
bral,chừa bỏ
bral,hoảng sợ
hơioh,bé
bram,xồm xoàm
brang,cây trẩm hương
ie`,bé
brang,thưa
brang brih,nhe nhóm tối
brang brưh,nhe nhóm tối
brang chăm,cây gai lây sợi
bre,chỉ hai người
bre hăp,hépl hai đứa
breh,khỏe
breh,sượt qua
brei,chỉ hàm răng đều
kăn,bé
ken ,bé
brel,phộng
breng,cây sao cát
breng,om
breng brông,khôi u có nhựa rỉ ra ở vài loại cây
breo,bắp hạt nhỏ màu hung đỏ
bret,buốt mạnh
diĕp,bè
bri,báo
bri,bỏ
juăt,bè
bri,hoang dại
bri,kia
lơ'bơ̆r,bè
bri,mài
rơki,bè
rơtap,bè
bri,sơn
bri,vật
bri,đỏ
bri kơlỡng,rừng hoàng có cây lớn
bri tơdíing,rừng thưa nhiều cây nhỏ có cỏ mọc
bri xăr,đất bỏ hoang lâu năm cây con đã mọc lên
brich,xí
bridum,đỏ
bring,rằn
buăl,bè
bring,vần
dôk,bè
bring brih,nhá nhem tối
briu,tẩu nhỏ bằng đồng
ki`k ram,bè
bro long lơ lĕi,đồn điền
bro minh khul'long,đồn điền
broah,một loại cây rừng (gỗ dùng làm cung
broah,một loại cây rừng gỗ dùng làm cung
broch,suốt
broh,xưng hô thiếu lịch sự
broi,tẻ
brok,loại đàn đây
brol,nghẹn
brol,nóng tỉnh
brom,mũi tên
brom,nằm
brong,gùi
brong,gùi lớn
brot,hên tục
brot,suốt
bru,tản mát tú phía
brua,bru
bruah,một loại cây rừng
bruh,cần
bruh,dơ bẩn
kĭk ram,bè
ot,bè
bruk,buồn
bruk,nôn
brum,nằm sấp
brung,một loại chim
bruơh bruah,set soạt
bruơh bruah,tiếng set soạt
bruơng bruang,nhiều đường kẽ
brâm,bầm
pơ o,bè
brâu,brau
brê,đỏ
brêk,toé
brêk,tung
brêm brai,xù
chĕp,bê
kon,bê
kon rơmo,bê
brêu,có lỗ thưa
brôch,một loại chim như đa đa
brôch brach,nhiều người hay vật luôn ra
brôch brôch,đổ vãi ra từng hồi
brôm,nằm
brôn,ghi ngứa
kon rơmô,bê
brông,ri
brông,rằn ri
brông,trầm
brô̆m,bầm
lơmo kon,bê
brõk,đi
bröng,một loại ghè
bröng,ri
bröng,sòm
brüh,thình lỉnh
brül,chồn lớn
brül,loại chồn lớn
brül,một loại chồn lớn chân giống chó
bră,dây tròng đan bằng mây quấn quanh cổ trâu có
brăi,đủ
brăm,tạm
brăng,đen
brăp,tím
brăt,hết hơi
brĕl,phộng
rơ mo kon,bê
rơ wăl,bê
brŏ,đan
rơmo kon,bê
rơmo yĕ,bê
rơmô ĭe,bê
brŏ đơ̆i tơ lơ̆i,đàn có giây
kon rơ mo,bê
kon rơmo ie`,bê
brũng brăng,vật nhỏ bay tản mát
brơih,sượt qua
brơk,đấy
brơl,hứng khởi
brơm,ten ná
kon rơmo iĕ,bê
brơng,loại gùi có nắp
brơt,cướp giật
brơ̆m,bầm
brơ̆p,tím
brư,dữ
brư,xấu
rơ mo con,bê
rơ mo iĕ,bê
brư̆,bẩn
brư̆,cằn
brư̆,dữ
brư̆,hung
brư̆,hăng
brư̆,họa
brư̆,xấu
bê,bê
brư̆,độc
brư̆,ố
brẫp,tím
brẽ,cẩn thận
brẽ,lên
brẽ,nhanh
brẽch,hoang dại
brẽch brach,nhiều hàng thẳng tập
brẽk,mới lú kim ơleia
brẽk,mới lú kim ơleia)
brẽk brök,nói chuyện to nhỏ thân mật
brẽl,hạt nhỏ
brẽl,một loại ghè
brẽl brẽỉ,theo sát giót không sa
brệ,đỏ
brỉk brũk,nói chuyện thì thầm
brố,sấp
chĕp ,bê
brổk,thì
brổm,lực lưỡng
dră,bề
brỗ dổng,gần trưa lối  giờ sáng
gah,bề
brỗk brổk,nói chuyện to nhỏ thân mật
brỡk,thầm
brỡm,mũi tên
trong,bề
brỡp,màu tím
brữ,lễ bỏ mã
brữ,lễ bỏ mả
brữ,xấu
btftö,ngu dốt
btíxỗ,rủ nhau
bu,ai
hơjâm,bễ
kơnang,bệ
pơ,bẹ chuối
bubut,chim bìm bịp
buch,nhổ
buch,vặt
buh,mãi
kơpal,bề mặt
buh,nướng
trong măt,bề mặt
bui,nhộn
bui,vui
bui,vui vẻ
buih,men
buihxik,men rượu
buk,chăn
buk,mũn
hrah,ben
'joi,bên
buk,ruỗng
bul,bù nhìn
bul,nhìn
buluch,một bãi nhỏ
'ni,bên
gah,bên
bum,đậu
joi,bên
ni,bên
pah,bên
bum greu,lạc
bum hla hbơ̆i,bắp cải
bum hơ bây,bắp cải
paih,bên
tơ,bên
minh kơpah,bên
bum tên,mài
bun hla hơ'bơ̆i,bắp cải
bung,dạ này
duk,bến
hdang,bến
buoih,men rượu
bur,nước cơm
hnŏk,bến
byai,cười
byai,nói
byeh,sĩ
byeh,vẽ
byei,nói
byiíi byai,bay tứ tán
bàn,bơlăm tay
nŏk,bến
bâu phu,thơm
bây,cải
bã,thiên
bãl,chúng
phĭng,bến
tơnok,bến
bêm byơi,làn tóc đẹp gợn sóng 
tơnõk,bến
bê̆,"tiếng ""bịch"" của vật rơi xuống đất"
bê̆,tiếng bịch của vật rơi xuống đất
tơnŏk,bến
bến,bến
bô,nhà cháng
bền vững,bến
bôch,một loại mới nhỏ màu đen hoặc màu trắng
bôdih prah ba,cái bồ
bôh,thấy
graih,bến
bôk,chuối chua
bôk,dễ bị lôi cuốn
bôk,màu xám
bôk,đi
bôk bôk,màu xám xám
bôk bôk,xám
bôk jing khŏ,đi
hơnih,bến
ter,bến
bôl,chúng
tơnỏk,bến
đak,bến
bôl,màu muối tiên
bôm,mù
bê̆n,bến
bôn,bắp thịt ở cánh cánh gà
bông,to
bônh,dễ
bến,bến cảng
dơnŏk,bến cảng
bôt,thần số mệnh
gah agah,bên cạnh
bô̆,lồi
bô̆,trương
bô̆i,bể
bô̆i,cái hũ
'do,bến đò
bô̆k,đi
bô̆k djĕl,thọt
bô̆k klă jal,đi chài
bô̆k păng chơ khŏ,đi
bô̆ng,nọc
bök,phong
büch,nhổ
büi,sợi
bük,chìm
agah,bên ngoài
bün,đặt ân
ring,bên ngoài
büt,thủng
tơnŏk,bến nước
tơnŏk hơ trơ̆m đak,bến nước
bă hơ kăn,cha vợ
bă kơ drăng,cha chồng
hơdrơ̆m,bến nước
băch,chặt xiên
băk,chim đáp muỗi
băk,chát
băk,mang
băk,ngạnh
băk,đeo
băk   kravat,đeo
đak hơ drâm,bến nước
bălôh,dơ
bălônh,dang
băm,cần uống rượu ngắn và thẳng
băm,thuốc lá giã thành bột trộn vôi để ngậm
băn,chăn nuôi
tơ nok duk,bến tàu
